X,Y,ORGANIZATION_NAME,CLIENT_NAME,SITE_NAME,PRIMARY_FACILITY_NAME,CLIENT_ID,SITE_ID,PRIMARY_FACILITY_ID,SUB_FACILITY_NAME,SUB_FACILITY_ID,PRIMARY_FACILITY_TYPE,PRIMARY_FACILITY_KIND,OTHER_FACILITY_ID,SUB_FACILITY_TYPE,SOTHER_FID,CLIENT_RELATIONSHIP,SITE_STATUS,PRIMARY_FACILITY_STATUS,SUB_FACILITY_STATUS,COMPLIANCE,SHAPE_FID
-8551915.6,4856001.034,KINSLEY CONST INC,KINSLEY CONST INC,KINSLEY CONST SOUTH SALEM CH RD CONST SITE,KINSLEY CONST INC/S SALEM CH RD CONST SITE,123788,610305,633184,ADMIN SF FOR:KINSLEY CONST INC/S SALEM CH RD CONST SITE,763015,AIR EMISSION PLANT,Unavailable,00-3300022-2,GENERAL ADMINISTRATIVE LOCATION,ADMIN,Owner,ACTIVE,UNPERMITTED INACTIVE,ACTIVE,YES,4346464
-8533865.506,4832993.235,OAKWORKS INC,OAKWORKS INC,OAKWORKS WOOD WORKING PLT,OAKWORKS INC/NEW FREEDOM,140006,527633,550116,ADMIN SF FOR:OAKWORKS INC/NEW FREEDOM,553725,AIR EMISSION PLANT,Unavailable,52-1462439-1,GENERAL ADMINISTRATIVE LOCATION,ADMIN,Owner,ACTIVE,UNPERMITTED INACTIVE,ACTIVE,YES,4346763
-8381371.537,4902961.926,FAIRHILL FABRICATORS INC,FAIRHILL FABRICATORS INC,FAIRHILL FABRICATORS MFG PLT,FAIRHILL FABRICATORS/LANSDALE,112480,485295,514076,ADMIN SF FOR:FAIRHILL FABRICATORS/LANSDALE,551013,AIR EMISSION PLANT,Unavailable,23-2325444-1,GENERAL ADMINISTRATIVE LOCATION,ADMIN,Owner,ACTIVE,INACTIVE,INACTIVE,YES,4346837
-8801830.896,4866446.927,PENN CARBOSE INC,PENN CARBOSE INC,PENN CARBOSE SOMERSET,PENN CARBOSE/SOMERSET,94939,464363,510176,ADMIN SF FOR:PENN CARBOSE/SOMERSET,552009,AIR EMISSION PLANT,Unavailable,25-1698466-1,GENERAL ADMINISTRATIVE LOCATION,ADMIN,Owner,ACTIVE,INACTIVE,INACTIVE,YES,4346841
-8457647.794,5062770.341,MURILL THOMAS CHRISTMAS TREES,MURILL THOMAS CHRISTMAS TREES,MURILL THOMAS CHRISTMAS TREES,MURILL THOMAS CHRISTMAS TREES/DALLAS,123326,501533,525086,ADMIN SF FOR:MURILL THOMAS CHRISTMAS TREES/DALLAS,553382,AIR EMISSION PLANT,Unavailable,00-2100017-1,GENERAL ADMINISTRATIVE LOCATION,ADMIN,Owner,INACTIVE,INACTIVE,INACTIVE,YES,4346881
-8527121.171,4851297.833,ARDENT MILLS LLC,ARDENT MILLS LLC,ARDENT FLOUR MILLS RED LION FLOUR MILL,ARDENT MILLS LLC/RED LION FLOUR MILL,311985,465693,494908,ADMIN SF FOR:ARDENT MILLS LLC/RED LION FLOUR MILL,551509,AIR EMISSION PLANT,Unavailable,30-0007111-6,GENERAL ADMINISTRATIVE LOCATION,ADMIN,Owner,ACTIVE,UNPERMITTED INACTIVE,ACTIVE,YES,4347011
-8430078.402,4978119.113,LEHIGH ASPHALT PAVING & CONST CO,LEHIGH ASPHALT PAVING & CONST CO,LEHIGH ASPHALT FKA HUSS CONTRACTING,LEHIGH ASPHALT /HUSS PLT,61846,245096,494500,ADMIN SF FOR:LEHIGH ASPHALT PAVING/HUSS PLT,552419,AIR EMISSION PLANT,Unavailable,23-1269672-2,GENERAL ADMINISTRATIVE LOCATION,ADMIN,Owner,ACTIVE,INACTIVE,INACTIVE,YES,4347115
-8569180.127,4835324.364,AUCHEY & SONS PAINT SHOP,AUCHEY & SONS PAINT SHOP,AUCHEY & SONS PAINT SHOP,AUCHEY & SONS PAINT SHOP/HANOVER,206269,502520,633186,ADMIN SF FOR:AUCHEY & SONS PAINT SHOP/HANOVER,763022,AIR EMISSION PLANT,Unavailable,00-3300035-1,GENERAL ADMINISTRATIVE LOCATION,ADMIN,Owner,ACTIVE,UNPERMITTED INACTIVE,ACTIVE,YES,4347251
-8449555.791,4913413.403,ROEBERG ENTERPRISES,ROEBERG ENTERPRISES,NATIONAL YORGEY'S CLEANERS,ROEBERG ENTERPRISES/YORGEYS CLNRS,94911,259643,493655,ADMIN SF FOR:ROEBERG ENTERPRISES/YORGEYS CLNR,550856,AIR EMISSION PLANT,Unavailable,23-1682429-1,GENERAL ADMINISTRATIVE LOCATION,ADMIN,Owner,ACTIVE,ACTIVE,ACTIVE,YES,4347268
-8349563.173,4890486.111,DONALDSON CO INC,DONALDSON CO INC,DONALDSON CO INC,DONALDSON CO INC/FEASTERVILLE,125774,462054,491575,ADMIN SF FOR:DONALDSON CO INC/FEASTERVILLE,550716,AIR EMISSION PLANT,Unavailable,41-0222640-1,GENERAL ADMINISTRATIVE LOCATION,ADMIN,Owner,ACTIVE,ACTIVE,ACTIVE,YES,4347361
-8533286.177,4890375.369,FLEETWOOD HOMES OF PA INC,FLEETWOOD HOMES OF PA INC,FLEETWOOD HOMES MFG ELIZABETHTOWN 22-2,FLEETWOOD HOMES OF PA/ELIZABETHTOWN #22,35133,458008,542674,ADMIN SF FOR:FLEETWOOD HOMES OF PA/ELIZABETHTOWN #22,553467,AIR EMISSION PLANT,Unavailable,33-0243061-1,GENERAL ADMINISTRATIVE LOCATION,ADMIN,Owner,ABANDONED,OUT OF BUSINESS,INACTIVE,YES,4347495
-8544582.274,4861274.612,O N MINERALS PENROC CO LP,O N MINERALS PENROC CO LP,YORK BLDG PROD ROOSEVELT QUARRY,GLOBAL STONE PENROC /WHITING PLT,141277,242580,493772,ADMIN SF FOR:GLOBAL STONE PENROC/WHITING PLT,551508,AIR EMISSION PLANT,Unavailable,23-3023031-3,GENERAL ADMINISTRATIVE LOCATION,ADMIN,Owner,ACTIVE,INACTIVE,INACTIVE,YES,4347644
-8513431.657,4881819.328,SPEEDWELL CONST INC,SPEEDWELL CONST INC,MT JOY WIRE MFG,SPEEDWELL CONST/MT JOY WIRE RENOVATION PROJECT,113349,456522,515009,ADMIN SF FOR:SPEEDWELL CONST/MT JOY WIRE RENOVATION PROJECT,552923,AIR EMISSION PLANT,Unavailable,00-3100001-1,GENERAL ADMINISTRATIVE LOCATION,ADMIN,Owner,ACTIVE,INACTIVE,INACTIVE,YES,4347730
-8810941.41,5142678.632,INTERLECTRIC CORP,INTERLECTRIC CORP,INTERLECTRIC,INTERLECTRIC CO/WARREN,113509,486477,515105,ADMIN SF FOR:INTERLECTRIC CO/WARREN,550345,AIR EMISSION PLANT,Unavailable,25-1237630-1,GENERAL ADMINISTRATIVE LOCATION,ADMIN,Owner,ACTIVE,INACTIVE,ACTIVE,YES,4347731
-8398742.331,4845769.346,MIPC LLC,MIPC LLC,MIPC LLC,MIPC LLC / CHELSEA TANK FARM,298743,502590,560829,ADMIN SF FOR:MONROE INTERSTATE PIPELINE CO/CHELSEA TANK FARM,549802,AIR EMISSION PLANT,Unavailable,45-5201987-1,GENERAL ADMINISTRATIVE LOCATION,ADMIN,Owner,ACTIVE,ACTIVE,ACTIVE,YES,4347855
-8540053.686,4873199.927,OLDCASTLE APG NORTHEAST INC,OLDCASTLE APG NORTHEAST INC,TRENWYTH IND INC,OLDCASTLE APG NATL I/EMIGSVILLE,148184,252770,262373,ADMIN SF FOR:OLDCASTLE APG NATL I/EMIGSVILLE,550198,AIR EMISSION PLANT,Unavailable,52-0566603-1,GENERAL ADMINISTRATIVE LOCATION,ADMIN,Owner,ACTIVE,ACTIVE,ACTIVE,YES,4347960
-8571358.01,5112556.511,PINE HILL INC,PINE HILL INC,PINE HILL LF & RECLAMATION OP 2,PINE HILL LF & RECL OP 2/ WARD TWP,88013,3430,509993,ADMIN SF FOR:PINE HILL INC/HAMILTON TRUCKING,551750,AIR EMISSION PLANT,Unavailable,23-1646321-1,GENERAL ADMINISTRATIVE LOCATION,ADMIN,Owner,ACTIVE,ACTIVE,ACTIVE,YES,4348139
-8895125.009,4894104.705,AT IND LLC,AT IND LLC,MONONGAHELA PLT,AT IND LLC/MONONGAHELA PLT,283070,257956,272297,ADMIN SF FOR:AT IND LLC/MONONGAHELA PLT,549635,AIR EMISSION PLANT,Unavailable,27-1437463-1,GENERAL ADMINISTRATIVE LOCATION,ADMIN,Owner,ACTIVE,INACTIVE,INACTIVE,YES,4348289
-8651689.57,5003778.075,HRI INC,HRI INC,CURTIN GAP ASPHALT PLT,HRI INC/CURTIN GAP HMA PLT 103,172681,485757,514493,ADMIN SF FOR:HRI INC/CURTIN GAP HMA PLT 1,549476,AIR EMISSION PLANT,Unavailable,52-2076625-2,GENERAL ADMINISTRATIVE LOCATION,ADMIN,Owner,ACTIVE,ACTIVE,ACTIVE,YES,4348305
-8546736.346,5131399.179,CUMMINGS LUMBER CO INC,CUMMINGS LUMBER CO INC,CUMMINGS LUMBER,CUMMINGS LUMBER CO INC/TROY TWP PLT,38153,4569,521497,ADMIN SF FOR:CUMMINGS LUMBER CO I/TROY TWP PLT,553705,AIR EMISSION PLANT,Unavailable,24-0836865-1,GENERAL ADMINISTRATIVE LOCATION,ADMIN,Owner,ACTIVE,ACTIVE,ACTIVE,YES,4348408
-8447898.049,4933696.466,MONEYS FOODS US INC,MONEYS FOODS US INC,MONEYS FOODS VLASIC FARMS MUSHROOM FARM A,MONEYS FOODS US INC/MAIDENCREEK FKA VLASIC,144095,252710,513639,ADMIN SF FOR:MONEYS FOODS US INC/MAIDENCREEK FKA VLASIC,552856,AIR EMISSION PLANT,Unavailable,22-2170367-1,GENERAL ADMINISTRATIVE LOCATION,ADMIN,Owner,ACTIVE,INACTIVE,INACTIVE,YES,4348479
-8560054.248,5050124.914,CENTRE CONCRETE CO,CENTRE CONCRETE CO,MONTOURSVILLE CONCRETE PLT,CENTRE CONCRETE CO/MONTOURSVILLE PLT,4201,457563,493516,ADMIN SF FOR:CENTRE CONCRETE CO/MONTOURSVILLE PLT,551560,AIR EMISSION PLANT,Unavailable,24-0828294-6,GENERAL ADMINISTRATIVE LOCATION,ADMIN,Owner,ACTIVE,INACTIVE,ACTIVE,YES,4348575
-8893013.566,4885154.333,THREE RIVERS MARINE & RAIL TERM LLC,THREE RIVERS MARINE & RAIL TERM LLC,THREE RIVERS MARINE GIBSONTON TERM,THREE RIVERS MARINE & RAIL TERM/GIBSONTON MARINE TERMINAL,114840,487486,516098,ADMIN SF FOR:THREE RIVERS MARINE/GIBSONTON MARINE TERM,552074,AIR EMISSION PLANT,Unavailable,23-2908008-1,GENERAL ADMINISTRATIVE LOCATION,ADMIN,Owner,ACTIVE,ACTIVE,ACTIVE,YES,4348672
-8660601.924,4844625.465,WNC PROP LTD PARTNERSHIP,WNC PROP LTD PARTNERSHIP,WCN PROP SEAGRAMS WHSE,WCN PROPERTIES LP/BULLITT RD DEMO SITE FKA SEAGR,115986,488459,516929,ADMIN SF FOR:WCN PROPERTIES LP/BULLITT RD DEMO SITE,553010,AIR EMISSION PLANT,Unavailable,00-3300001-1,GENERAL ADMINISTRATIVE LOCATION,ADMIN,Owner,INACTIVE,INACTIVE,INACTIVE,YES,4348696
-8460250.53,4911782.664,Unavailable,SUK JAMES,SPRING TOWNE CLNRS,SPRINGTOWNE CLNR/SINKING SPRING,129724,512543,566792,ADMIN SF FOR:SPRINGTOWNE CLNR/SINKING SPRING,558944,AIR EMISSION PLANT,Unavailable,25-1706568-1,GENERAL ADMINISTRATIVE LOCATION,ADMIN,Owner,ACTIVE,UNPERMITTED INACTIVE,ACTIVE,YES,4348707
-8544730.01,4865941.807,ADVANCED IND SVC INC,ADVANCED IND SVC INC,ADVANCED IND SVC PIPING & FABRICATION YORK,ADVANCED IND SVC INC/YORK,116151,555159,571093,ADMIN SF FOR:ADVANCED IND SVC INC/YORK,568982,AIR EMISSION PLANT,Unavailable,23-2308981-1,GENERAL ADMINISTRATIVE LOCATION,ADMIN,Owner,ACTIVE,ACTIVE,ACTIVE,YES,4348734
-8489459.744,4873158.829,LANCASTER LEAF TOBACCO CO PA,LANCASTER LEAF TOBACCO CO PA,LANCASTER LEAF TOBACCO LANCASTER,LANCASTER LEAF TOBACCO/LANCASTER,4751,484975,513779,ADMIN SF FOR:LANCASTER LEAF TOBACCO/LANCASTER,552869,AIR EMISSION PLANT,Unavailable,23-1688497-1,GENERAL ADMINISTRATIVE LOCATION,ADMIN,Owner,ACTIVE,ACTIVE,ACTIVE,YES,4349012
-8866213.503,4913732.856,HOCKENSMITH CORP,HOCKENSMITH CORP,HOCKENSMITH PENN SITE,HOCKENSMITH CORP/PENN,26984,243634,248201,ADMIN SF FOR:HOCKENSMITH CORP/PENN,549516,AIR EMISSION PLANT,Unavailable,25-0551790-1,GENERAL ADMINISTRATIVE LOCATION,ADMIN,Owner,ACTIVE,INACTIVE,ACTIVE,YES,4349045
-8883410.661,5072132.237,IA CONST CORP,IA CONST CORP,IA CONST FRANKLIN BATCH PLT,IA CONST CORP/FRANKLIN HOT MIX PLT,38354,457043,493406,ADMIN SF FOR:IA CONST CORP/FRANKLIN HOT MIX BATCH PLT,552382,AIR EMISSION PLANT,Unavailable,23-2224715-13,GENERAL ADMINISTRATIVE LOCATION,ADMIN,Owner,ACTIVE,ACTIVE,ACTIVE,YES,4349333
-8841836.718,5044020.387,IA CONST CORP,IA CONST CORP,IA CONST CLARION BATCH PLT,IA CONST CORP/CLARION HMA PLANT,38354,464307,493617,ADMIN SF FOR:IA CONST CORP/PAINT TWP PLANT,552310,AIR EMISSION PLANT,Unavailable,23-2224715-3,GENERAL ADMINISTRATIVE LOCATION,ADMIN,Owner,ACTIVE,ACTIVE,ACTIVE,YES,4349336
-8552521.583,4902865.654,CAPEN CAREFUL CLNR,CAPEN CAREFUL CLNR,CAPEN CAREFUL CLNRS,CAPEN CAREFUL CLNR/PAXTANG,159847,516065,568478,ADMIN SF FOR:CAPEN CAREFUL CLNR/PAXTANG,562945,AIR EMISSION PLANT,Unavailable,00-3299013-1,GENERAL ADMINISTRATIVE LOCATION,ADMIN,Owner,INACTIVE,INACTIVE,INACTIVE,YES,4349677
-8419371.365,5083034.475,INTERSTATE SAFETY SVC INC,INTERSTATE SAFETY SVC INC,INTERSTATE SAFETY SVC,INTERSTATE SAFETY SVC/DICKSON CITY,33294,464990,494293,ADMIN SF FOR:INTERSTATE SAFETY SVC/DICKSON CITY,551372,AIR EMISSION PLANT,Unavailable,23-7680907-7,GENERAL ADMINISTRATIVE LOCATION,ADMIN,Owner,ACTIVE,INACTIVE,INACTIVE,YES,4349908
-8791755.91,4850066.902,CRONER INC,CRONER INC,CRONER COAL DEEP MINE,CRONER INC/GOODTOWN PREP PLT,2800,482461,516620,ADMIN SF FOR:CRONER INC/GOODTOWN PREP PLT,551996,AIR EMISSION PLANT,Unavailable,25-0950529-1,GENERAL ADMINISTRATIVE LOCATION,ADMIN,Owner,ACTIVE,INACTIVE,INACTIVE,YES,4349941
-8393646.798,4957455.07,SYNTHETIC THREAD CO INC,SYNTHETIC THREAD CO INC,SYNTHETIC THREAD,SYNTHETIC THREAD CO/BETHLEHEM,2835,2429,242097,ADMIN SF FOR:SYNTHETIC THREAD CO/BETHLEHEM,550191,AIR EMISSION PLANT,Unavailable,23-1616115-1,GENERAL ADMINISTRATIVE LOCATION,ADMIN,Owner,ACTIVE,INACTIVE,INACTIVE,YES,4349946
-8727550.848,5016927.234,NEW ENTERPRISE STONE & LIME CO INC,NEW ENTERPRISE STONE & LIME CO INC,CLEARFIELD ASPHALT,NEW ENTERPRISE STONE/CLEARFIELD ASPHALT PLT,62856,483183,512157,ADMIN SF FOR:NEW ENTERPRISE STONE/CLEARFIELD ASPHALT PLT,553077,AIR EMISSION PLANT,Unavailable,23-1374051-40,GENERAL ADMINISTRATIVE LOCATION,ADMIN,Owner,ACTIVE,INACTIVE,ACTIVE,YES,4349981
-8933228.323,4888464.221,WASHINGTON CEMETERY INC,WASHINGTON CEMETERY INC,WASHINGTON CEMETERY,WASHINGTON CEMETERY/WASHINGTON,24219,485704,514443,ADMIN SF FOR:WASHINGTON CEMETERY/WASHINGTON,551871,AIR EMISSION PLANT,Unavailable,25-0866265-1,GENERAL ADMINISTRATIVE LOCATION,ADMIN,Owner,ACTIVE,ACTIVE,ACTIVE,YES,4350222
-8450585.073,4920495.868,AGR133 LLC,AGR133 LLC,STONE POINTE CENTER,AGR113 LLC/STONE POINTE CTR READING,249173,242422,246659,ADMIN SF FOR:AGR113 LLC/STONE POINTE CTR READING,548960,AIR EMISSION PLANT,Unavailable,20-4764100-1,GENERAL ADMINISTRATIVE LOCATION,ADMIN,Owner,ACTIVE,INACTIVE,ACTIVE,YES,4350548
-8926588.597,5007490.464,ALLEGHENY MINERAL CORP,ALLEGHENY MINERAL CORP,ALLEGHENY MINERAL PRINCETON PLT,ALLEGHENY MINERAL CORP/PRINCETON PLT,410,493902,521585,ADMIN SF FOR:QUALITY AGGREGATES INC/PRINCETON PLT,552356,AIR EMISSION PLANT,Unavailable,25-1004140-8,GENERAL ADMINISTRATIVE LOCATION,ADMIN,Owner,ACTIVE,ACTIVE,ACTIVE,YES,4350731
-8511983.02,5011768.071,BLOOMSBURG FAIR ASSN,BLOOMSBURG FAIR ASSN,BLOOMSBURG FAIRGROUND,BLOOMSBURG FAIR ASSN/BLOOMSBURG FAIRGROUND BARN DEMO,169182,571168,677284,ADMIN SF FOR:BLOOMSBURG FAIR ASSN/BLOOMSBURG FAIRGROUND BARN,914952,AIR EMISSION PLANT,Unavailable,00-4100119-1,GENERAL ADMINISTRATIVE LOCATION,ADMIN,Owner,ACTIVE,INACTIVE,ACTIVE,YES,4350739
-8397596.284,4840262.381,ESSCHEM INC,ESSCHEM INC,ESSCHEM LINWOOD PLT,ESSCHEM DIV OF JUSTI GROUP INC/LINWOOD,38124,482257,512787,ADMIN SF FOR:ESSCHEM INC/LINWOOD,552792,AIR EMISSION PLANT,Unavailable,23-2978067-2,GENERAL ADMINISTRATIVE LOCATION,ADMIN,Owner,ACTIVE,ACTIVE,ACTIVE,YES,4350846
-8557921.351,4904394.973,MAZZOCCHI WRECKING INC,MAZZOCCHI WRECKING INC,AT&T DEV SITE 7TH ST HBG,MAZZOCCHI WRECKING I/HARGRO/ATT HARRISBURG,149339,250136,564475,ADMIN SF FOR:MAZZOCCHI WRECKING I/HARGRO/ATT HARRISBURG,554256,AIR EMISSION PLANT,Unavailable,00-3200011-1,GENERAL ADMINISTRATIVE LOCATION,ADMIN,Owner,INACTIVE,INACTIVE,INACTIVE,YES,4350889
-8541222.54,4870884.738,YORK MOLD INC,YORK MOLD INC,YORK MOLD MFG,YORK MOLD INC/EAST MANCHESTER TWP,24253,451387,494974,ADMIN SF FOR:YORK MOLD INC/EAST MANCHESTER TWP,552490,AIR EMISSION PLANT,Unavailable,23-1953636-1,GENERAL ADMINISTRATIVE LOCATION,ADMIN,Owner,ACTIVE,INACTIVE,ACTIVE,YES,4351105
-8570089.892,4899464.437,NAVAL INVENTORY CONTROL POINT,NAVAL INVENTORY CONTROL POINT,NAVAL SUPPORT ACTIVITIY MECH,NAVAL SUPPORT ACTIVITIES WHSE/MECHANICSBURG,26694,444007,468417,ADMIN SF FOR:NAVAL SUPPORT ACTIVI/MECHANICSBURG,550136,AIR EMISSION PLANT,Unavailable,23-1357135-1,GENERAL ADMINISTRATIVE LOCATION,ADMIN,Owner,ACTIVE,ACTIVE,ACTIVE,YES,4351207
-8923522.327,5105281.336,ASHLAND PETRO CO,ASHLAND PETRO CO,ASHLAND PETRO,ASHLAND PETRO CO/MEADVILLE,139351,526704,549322,ADMIN SF FOR:ASHLAND PETRO CO/MEADVILLE,552103,AIR EMISSION PLANT,Unavailable,61-0122250-8,GENERAL ADMINISTRATIVE LOCATION,ADMIN,Owner,ACTIVE,UNPERMITTED ACTIVE,ACTIVE,YES,4351236
-8368154.06,5012395.509,PA STATE SYS OF HIGHER ED EAST STROUDSBURG UNIV,PA STATE SYS OF HIGHER ED EAST STROUDSBURG UNIV,EAST STROUDSBURG UNIV,PA STATE SYS OF HIGHER ED/EAST STROUDSBURG UNIV,139315,246341,514417,ADMIN SF FOR:PA STATE SYS OF HIGHER ED/EAST STROUDSBURG UNIV,550779,AIR EMISSION PLANT,Unavailable,23-2504462-1,GENERAL ADMINISTRATIVE LOCATION,ADMIN,Owner,ACTIVE,ACTIVE,ACTIVE,YES,4351237
-8764800.003,5076128.556,RIDGWAY COLOR & CHEM,RIDGWAY COLOR & CHEM,CDR PIGMENTS & DISPERSIONS MFG,RIDGWAY COLOR & CHEM/RIDGWAY,139382,446348,549356,ADMIN SF FOR:RIDGWAY COLOR & CHEM/RIDGWAY,552133,AIR EMISSION PLANT,Unavailable,13-6020736-36,GENERAL ADMINISTRATIVE LOCATION,ADMIN,Owner,ACTIVE,INACTIVE,ACTIVE,YES,4351238
-8521141.258,4874491.37,PENNCAST CORP,PENNCAST CORP,PENNCAST MARIETTA CASTINGS PLT,PENNCAST CORP/MARIETTA,1781,481775,511009,ADMIN SF FOR:PENNCAST CORP/MARIETTA,551469,AIR EMISSION PLANT,Unavailable,23-1912079-1,GENERAL ADMINISTRATIVE LOCATION,ADMIN,Owner,ACTIVE,INACTIVE,ACTIVE,YES,4351243
-8565469.264,5048671.062,CHEMCOAT INC,CHEMCOAT INC,CHEMCOAT PAINT MFG PLT,CHEMCOAT/MONTOURSVILLE PAINT MFG PLT,4227,87,493451,ADMIN SF FOR:CHEMCOAT/MONTOURSVILLE PAINT MFG PLT,550811,AIR EMISSION PLANT,Unavailable,24-0590970-1,GENERAL ADMINISTRATIVE LOCATION,ADMIN,Owner,ACTIVE,ACTIVE,ACTIVE,YES,4351380
-8368209.673,4980173.048,ABE CRUSHED STONE,ABE CRUSHED STONE,ABE CRUSHED STONE,ABE CRUSHED STONE/NORTHAMPTON CNTY,36339,526998,549616,ADMIN SF FOR:ABE CRUSHED STONE/NORTHAMPTON CNTY,551365,AIR EMISSION PLANT,Unavailable,48-310-016-1,GENERAL ADMINISTRATIVE LOCATION,ADMIN,Owner,INACTIVE,INACTIVE,INACTIVE,YES,4351511
-8555707.884,5026333.668,PET REST MEM PARK,PET REST MEM PARK,PET REST MEM PARK,PET REST MEM PARK/WATSONTOWN PLT,161609,539608,561232,ADMIN SF FOR:PET REST MEM PARK/WATSONTOWN PLT,554160,AIR EMISSION PLANT,Unavailable,02-0540448-1,GENERAL ADMINISTRATIVE LOCATION,ADMIN,Owner,ACTIVE,ACTIVE,ACTIVE,YES,4351532
-8567251.606,4896533.366,DAIRY FARMERS OF AMER INC,DAIRY FARMERS OF AMER INC,DAIRY FARMERS OF AMER SHIRMANSTOWN BOTTLING,DAIRY FARMERS OF AMER/MECHANICSBURG,145118,495369,522729,ADMIN SF FOR:DAIRY FARMERS OF AME/MECHANICSBURG,551483,AIR EMISSION PLANT,Unavailable,43-0905874-1,GENERAL ADMINISTRATIVE LOCATION,ADMIN,Owner,ACTIVE,ACTIVE,ACTIVE,YES,4351585
-8943480.207,5164038.581,BROOKPARK PLASTICS INC,BROOKPARK PLASTICS INC,BROOKPARK PLASTICS,BROOKPARK PLASTICS INC/LAKE CITY,139492,526856,549474,ADMIN SF FOR:BROOKPARK PLASTICS INC/LAKE CITY,552163,AIR EMISSION PLANT,Unavailable,25-0574150-5,GENERAL ADMINISTRATIVE LOCATION,ADMIN,Owner,ACTIVE,UNPERMITTED ACTIVE,ACTIVE,YES,4351655
-8886723.666,5192975.126,EUREKA ELEC PROD,EUREKA ELEC PROD,EUREKA ELEC PROD,EUREKA ELEC PROD/NORTH EAST,139534,513659,549520,ADMIN SF FOR:EUREKA ELEC PROD/NORTH EAST,552186,AIR EMISSION PLANT,Unavailable,25-1091688-1,GENERAL ADMINISTRATIVE LOCATION,ADMIN,Owner,ACTIVE,UNPERMITTED ACTIVE,ACTIVE,YES,4351656
-8550497.18,4999974.891,FURMAN FOODS INC,FURMAN FOODS INC,NORTHUMBERLAND CANNERY,FURMAN FOODS INC/NORTHUMBERLAND CANNERY,25270,457596,493244,ADMIN SF FOR:FURMAN FOODS INC/NORTHUMBERLAND CANNERY,551605,AIR EMISSION PLANT,Unavailable,23-2168556-1,GENERAL ADMINISTRATIVE LOCATION,ADMIN,Owner,ACTIVE,ACTIVE,ACTIVE,YES,4351689
-8516188.32,4871231.769,COLUMBIA CLNR & FORMAL WEAR,COLUMBIA CLNR & FORMAL WEAR,COLUMBIA CLNR & FORMAL WEAR,COLUMBIA CLNR & FORMAL WEAR/COLUMBIA,158751,548410,566219,ADMIN SF FOR:COLUMBIA CLNR & FORMAL WEAR/COLUMBIA,557505,AIR EMISSION PLANT,Unavailable,25-1822653-1,GENERAL ADMINISTRATIVE LOCATION,ADMIN,Owner,ACTIVE,UNPERMITTED INACTIVE,ACTIVE,YES,4351693
-8947180.39,5073154.233,UPMC HORIZON,UPMC HORIZON,UPMC GREENVILLE,GREENVILLE REG HOSP/TRM INC,32960,515891,549468,ADMIN SF FOR:GREENVILLE REG HOSP/TRM INC,552362,AIR EMISSION PLANT,Unavailable,25-0523970-1,GENERAL ADMINISTRATIVE LOCATION,ADMIN,Owner,ACTIVE,INACTIVE,INACTIVE,YES,4351721
-8504906.98,4872926.883,HUBBARD FEEDS INC,HUBBARD FEEDS INC,HUBBARD FEEDS CENTERVILLE,HUBBARD FEEDS INC/HEMPFIELD,143211,533103,512929,ADMIN SF FOR:HUBBARD FEEDS INC/HEMPFIELD,552807,AIR EMISSION PLANT,Unavailable,41-1875165-1,GENERAL ADMINISTRATIVE LOCATION,ADMIN,Owner,ACTIVE,ACTIVE,ACTIVE,YES,4351730
-8564941.65,4873341.737,PENNEX ALUM CO,PENNEX ALUM CO,PENNEX ALUM WELLSVILLE PLT,PENNEX ALUM CO/WELLSVILLE,28153,253002,292397,ADMIN SF FOR:PENNEX ALUM CO/WELLSVILLE,549320,AIR EMISSION PLANT,Unavailable,43-1037601-1,GENERAL ADMINISTRATIVE LOCATION,ADMIN,Owner,ACTIVE,ACTIVE,ACTIVE,YES,4351797
-8389629.739,4956811.981,220 INGRAHAM OPR CORP,220 INGRAHAM OPR CORP,BROAD & WOOD BUS CTR,BROAD & WOOD BUS CTR/BETHLEHEM,187714,490244,518632,ADMIN SF FOR:BROAD & WOOD BUS CTR/BETHLEHEM,551363,AIR EMISSION PLANT,Unavailable,11-3187074-1,GENERAL ADMINISTRATIVE LOCATION,ADMIN,Owner,ACTIVE,ACTIVE,ACTIVE,YES,4351800
-8389031.347,4845225.373,CHESTER HOUSING AUTH,CHESTER HOUSING AUTH,RUTH BENNETT HOMES,CHESTER HOUSING AUTH/RUTH BENNETT HOMES,8044,502231,525419,ADMIN SF FOR:CHESTER HOUSING AUTH/RUTH BENNETT HOMES,551170,AIR EMISSION PLANT,Unavailable,23-6000831-3,GENERAL ADMINISTRATIVE LOCATION,ADMIN,Owner,ACTIVE,UNPERMITTED ACTIVE,INACTIVE,YES,4351935
-8884041.327,5055284.706,HANDSOME LAKE ENERGY LLC,HANDSOME LAKE ENERGY LLC,HANDSOME LAKE ENERGY,HANDSOME LAKE ENERGY LLC/KENNERDELL,141507,530652,552411,ADMIN SF FOR:HANDSOME LAKE ENERGY LLC/KENNERDELL,554221,AIR EMISSION PLANT,Unavailable,23-3023825-1,GENERAL ADMINISTRATIVE LOCATION,ADMIN,Owner,ACTIVE,ACTIVE,ACTIVE,YES,4352010
